Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2021,24,Aguascalientes,16,86,308,579,2,17,9,26,0,2,3,9
2021,24,Baja California,153,718,1600,1446,6,69,43,65,2,13,34,33
2021,24,Baja California Sur,30,157,268,290,1,14,4,9,0,1,2,3
2021,24,Campeche,24,136,328,397,0,17,11,25,0,11,7,12
2021,24,Coahuila,29,181,517,541,4,35,17,86,4,23,5,26
2021,24,Colima,27,105,369,426,6,64,61,129,2,6,14,41
2021,24,Chiapas,36,162,540,405,9,47,29,41,0,13,7,14
2021,24,Chihuahua,121,753,2094,3267,8,72,65,173,1,25,23,83
2021,24,Ciudad de México,400,1790,4610,5331,6,57,61,192,1,11,22,50
2021,24,Durango,53,317,917,1698,3,29,26,59,1,6,7,19
2021,24,Guanajuato,83,369,1193,1141,6,37,19,37,1,3,12,11
2021,24,Guerrero,37,129,481,549,2,13,18,24,1,5,7,7
2021,24,Hidalgo,64,199,711,833,5,32,19,33,2,5,1,26
2021,24,Jalisco,211,1051,2798,3371,11,119,88,230,5,35,52,92
2021,24,México,169,925,2432,2432,10,77,59,160,6,13,20,36
2021,24,Michoacán,76,405,995,1362,4,42,38,116,0,8,14,60
2021,24,Morelos,32,228,713,953,2,29,36,82,1,7,3,16
2021,24,Nayarit,75,303,749,1929,1,18,20,23,3,11,10,11
2021,24,Nuevo León,66,396,955,1435,5,49,33,103,8,18,30,51
2021,24,Oaxaca,34,128,292,582,4,15,26,62,0,1,6,18
2021,24,Puebla,47,353,776,1123,2,31,18,85,0,1,7,16
2021,24,Querétaro,18,63,260,257,1,9,6,22,0,1,2,12
2021,24,Quintana Roo,26,138,487,568,0,6,7,7,0,3,0,1
2021,24,San Luis Potosí,49,237,638,946,2,25,19,85,0,8,13,20
2021,24,Sinaloa,66,322,1150,1527,5,74,66,161,0,27,20,84
2021,24,Sonora,69,390,1040,648,6,47,34,58,3,27,21,29
2021,24,Tabasco,26,191,546,910,2,22,15,52,0,8,13,30
2021,24,Tamaulipas,89,496,1116,1790,11,42,36,72,0,10,18,39
2021,24,Tlaxcala,20,143,295,282,1,17,9,31,0,2,1,6
2021,24,Veracruz,112,668,1833,2168,17,136,107,214,6,24,33,63
2021,24,Yucatán,14,145,470,529,4,23,21,19,1,0,8,11
2021,24,Zacatecas,30,155,544,745,1,5,0,18,0,2,3,8
