Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2023,40,Aguascalientes,47,328,969,915,2,35,27,42,1,6,16,13
2023,40,Baja California,93,1065,2384,3257,2,75,105,155,2,22,56,97
2023,40,Baja California Sur,22,480,716,1362,1,26,17,45,0,6,6,6
2023,40,Campeche,27,331,755,947,2,35,19,62,1,11,11,28
2023,40,Coahuila,82,794,1779,2153,1,78,65,160,1,26,37,84
2023,40,Colima,67,534,1243,964,7,128,109,236,1,17,39,88
2023,40,Chiapas,58,464,1446,1529,3,90,83,115,2,19,30,43
2023,40,Chihuahua,192,1606,4513,5739,12,165,145,321,6,61,81,131
2023,40,Ciudad de México,439,4995,13464,16537,21,161,160,326,1,23,55,85
2023,40,Durango,99,899,3018,2649,12,172,136,209,1,15,32,38
2023,40,Guanajuato,112,1010,4102,3963,5,97,71,128,3,19,29,24
2023,40,Guerrero,37,676,1898,1785,6,65,70,113,1,8,27,34
2023,40,Hidalgo,72,395,2237,2098,1,38,32,63,1,10,11,26
2023,40,Jalisco,249,2399,5724,7586,43,447,422,588,4,99,113,186
2023,40,México,361,4059,8614,9879,48,401,359,434,15,91,121,127
2023,40,Michoacán,67,882,2671,2632,4,90,88,180,0,23,28,60
2023,40,Morelos,69,588,2037,2232,10,149,146,218,1,11,24,23
2023,40,Nayarit,82,683,1768,2339,5,36,41,72,0,9,31,32
2023,40,Nuevo León,117,1194,3080,3654,5,119,97,174,2,28,52,110
2023,40,Oaxaca,49,577,1275,1683,3,74,66,175,2,21,30,71
2023,40,Puebla,99,916,2079,3255,0,49,65,154,0,9,11,28
2023,40,Querétaro,28,190,563,650,0,16,13,31,1,9,6,12
2023,40,Quintana Roo,11,260,779,1202,0,38,30,47,0,5,8,18
2023,40,San Luis Potosí,54,500,1696,1852,4,86,80,91,2,13,30,37
2023,40,Sinaloa,93,828,2515,2847,18,200,212,357,4,64,91,123
2023,40,Sonora,79,678,2136,2305,2,81,52,139,1,22,38,73
2023,40,Tabasco,120,1530,3319,2101,6,111,77,133,2,22,17,20
2023,40,Tamaulipas,86,979,2358,3051,11,165,136,323,0,50,74,128
2023,40,Tlaxcala,20,222,703,865,2,32,30,52,0,1,3,7
2023,40,Veracruz,148,1387,4184,5500,11,348,291,614,1,73,89,145
2023,40,Yucatán,76,593,1739,2035,1,59,52,168,0,7,21,69
2023,40,Zacatecas,42,363,1246,1317,2,13,7,19,0,4,2,11
