Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2018,11,Aguascalientes,52,152,379,564,4,10,7,18,1,0,6,6
2018,11,Baja California,131,235,671,627,2,19,13,39,0,5,10,22
2018,11,Baja California Sur,20,32,165,180,0,3,3,10,0,1,3,3
2018,11,Campeche,34,89,237,234,0,7,3,14,0,2,4,5
2018,11,Coahuila,29,43,167,273,1,7,5,66,0,2,3,15
2018,11,Colima,29,73,209,274,0,6,16,27,1,5,6,5
2018,11,Chiapas,30,84,216,402,2,26,18,22,1,2,7,5
2018,11,Chihuahua,218,518,1318,1726,9,46,57,95,1,12,20,35
2018,11,Ciudad de México,326,870,2237,3458,23,58,49,76,6,16,17,22
2018,11,Durango,91,212,670,956,4,24,23,38,4,4,11,9
2018,11,Guanajuato,74,128,496,497,3,16,13,35,4,7,7,22
2018,11,Guerrero,37,72,232,355,1,8,8,39,1,2,2,10
2018,11,Hidalgo,51,98,325,516,2,16,12,29,2,3,7,14
2018,11,Jalisco,220,581,1497,2051,22,79,91,179,4,33,18,53
2018,11,México,204,479,1276,1739,9,41,36,104,2,9,8,24
2018,11,Michoacán,71,217,529,862,7,29,27,49,2,7,9,13
2018,11,Morelos,37,79,261,499,7,23,26,32,1,6,11,13
2018,11,Nayarit,32,99,257,339,0,16,14,13,4,11,19,14
2018,11,Nuevo León,63,165,446,757,4,35,22,64,3,12,23,27
2018,11,Oaxaca,29,51,167,374,1,10,11,33,1,4,6,25
2018,11,Puebla,34,101,296,525,5,31,24,50,1,7,7,6
2018,11,Querétaro,15,30,106,159,3,5,4,18,1,4,5,6
2018,11,Quintana Roo,18,38,127,250,1,7,6,13,0,4,1,3
2018,11,San Luis Potosí,54,158,461,666,8,26,23,46,2,6,2,10
2018,11,Sinaloa,88,273,741,1135,9,46,46,102,5,21,30,57
2018,11,Sonora,34,76,288,557,6,29,21,50,0,5,11,39
2018,11,Tabasco,32,78,253,350,1,15,8,28,0,4,3,4
2018,11,Tamaulipas,126,316,878,1075,10,45,30,55,3,19,18,40
2018,11,Tlaxcala,8,20,103,135,0,6,9,19,0,1,1,14
2018,11,Veracruz,130,271,895,1119,10,61,77,149,3,12,20,39
2018,11,Yucatán,47,72,269,386,2,15,9,18,0,3,2,16
2018,11,Zacatecas,38,68,181,273,3,5,9,11,0,1,2,1
