Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2016,48,Aguascalientes,56,709,2178,1981,0,48,52,36,0,16,29,16
2016,48,Baja California,55,572,2162,2601,4,106,101,232,1,50,83,117
2016,48,Baja California Sur,10,200,577,836,2,18,21,52,0,9,8,16
2016,48,Campeche,26,284,858,859,1,36,24,55,0,10,11,22
2016,48,Coahuila,11,157,462,669,1,15,22,28,1,7,7,14
2016,48,Colima,14,225,819,982,0,64,48,80,0,6,9,16
2016,48,Chiapas,22,276,885,1105,2,102,69,105,0,18,25,46
2016,48,Chihuahua,162,2422,5400,5731,8,227,259,185,2,92,119,89
2016,48,Distrito Federal,289,3697,11950,15817,3,251,305,544,3,60,110,139
2016,48,Durango,96,1069,3184,4289,0,105,106,276,0,13,27,61
2016,48,Guanajuato,36,392,1641,957,1,79,73,88,3,28,43,36
2016,48,Guerrero,27,330,1297,1950,2,82,66,166,4,25,35,58
2016,48,Hidalgo,48,447,1455,1566,2,75,62,123,0,11,22,17
2016,48,Jalisco,139,2134,6398,7960,11,435,362,756,6,82,130,206
2016,48,México,145,1631,5770,6203,4,306,273,501,1,44,73,113
2016,48,Michoacán,42,650,2193,2944,6,148,120,199,0,27,31,42
2016,48,Morelos,13,422,1397,2036,4,113,102,226,1,23,31,48
2016,48,Nayarit,29,317,1102,1371,2,53,48,99,0,17,31,41
2016,48,Nuevo León,35,634,2406,2672,6,143,108,298,2,56,87,130
2016,48,Oaxaca,14,357,1008,1270,4,142,101,277,7,58,67,82
2016,48,Puebla,44,568,1660,2579,6,123,161,353,2,20,19,54
2016,48,Querétaro,19,210,760,1000,1,32,43,75,0,11,17,30
2016,48,Quintana Roo,13,279,746,750,1,37,22,59,0,9,8,17
2016,48,San Luis Potosí,47,791,2273,3118,6,69,76,152,0,23,37,50
2016,48,Sinaloa,65,759,2779,3327,5,312,297,496,4,92,105,186
2016,48,Sonora,35,495,1911,2554,3,118,116,209,2,54,73,108
2016,48,Tabasco,30,335,883,1439,0,64,29,82,1,13,14,25
2016,48,Tamaulipas,49,1409,2570,4031,6,145,127,291,2,61,81,144
2016,48,Tlaxcala,7,97,373,557,0,44,45,56,0,6,12,20
2016,48,Veracruz,75,938,3281,3762,6,283,270,429,4,62,97,142
2016,48,Yucatán,30,200,938,1381,2,61,35,94,2,19,35,70
2016,48,Zacatecas,24,209,784,968,3,24,18,18,0,10,6,20
