Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2018,21,Aguascalientes,55,257,635,1130,3,14,23,35,0,4,8,14
2018,21,Baja California,111,486,1371,1325,4,42,35,76,4,13,21,34
2018,21,Baja California Sur,12,65,249,362,3,8,4,15,0,3,3,6
2018,21,Campeche,20,153,447,480,2,14,14,17,0,3,6,10
2018,21,Coahuila,14,106,317,548,2,15,10,123,0,2,6,31
2018,21,Colima,32,120,410,499,0,18,24,47,0,9,13,13
2018,21,Chiapas,31,179,463,759,4,44,32,50,1,9,15,9
2018,21,Chihuahua,212,1032,2623,3499,10,94,112,171,3,22,47,91
2018,21,Ciudad de México,338,1753,4753,7138,10,112,101,202,4,36,44,75
2018,21,Durango,112,403,1350,1782,4,51,53,90,3,6,22,19
2018,21,Guanajuato,58,235,961,1109,2,34,27,81,1,10,8,43
2018,21,Guerrero,22,169,461,820,4,21,14,78,2,6,9,21
2018,21,Hidalgo,33,201,666,963,1,31,23,71,1,9,8,22
2018,21,Jalisco,238,1112,3005,4344,15,162,170,432,8,58,55,109
2018,21,México,169,941,2619,3769,11,87,69,228,3,18,20,54
2018,21,Michoacán,93,457,1168,1736,5,61,58,88,3,17,19,23
2018,21,Morelos,52,189,720,979,13,58,55,67,0,6,14,22
2018,21,Nayarit,28,174,503,664,1,22,19,31,0,20,23,33
2018,21,Nuevo León,84,332,965,1460,12,70,49,122,3,22,40,69
2018,21,Oaxaca,26,129,363,703,1,21,32,58,1,5,10,34
2018,21,Puebla,30,195,579,1077,3,53,39,118,0,8,10,13
2018,21,Querétaro,22,74,244,334,3,14,10,26,1,7,7,7
2018,21,Quintana Roo,19,87,278,485,5,10,31,21,1,6,2,12
2018,21,San Luis Potosí,75,319,1011,1392,6,43,56,90,2,10,5,20
2018,21,Sinaloa,80,522,1389,2227,5,92,98,198,6,36,46,97
2018,21,Sonora,47,176,609,1072,6,66,50,117,1,12,26,75
2018,21,Tabasco,22,153,478,656,2,22,15,47,3,11,8,13
2018,21,Tamaulipas,111,675,1645,2162,11,90,63,104,2,38,39,83
2018,21,Tlaxcala,20,45,206,243,1,13,13,42,0,1,4,16
2018,21,Veracruz,118,563,1847,2089,14,136,136,274,5,22,44,77
2018,21,Yucatán,32,132,566,939,2,27,18,35,0,5,5,25
2018,21,Zacatecas,36,167,412,618,3,13,12,21,1,1,4,4
