Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2024,29,Aguascalientes,24,223,563,884,2,24,19,44,0,5,8,17
2024,29,Baja California,107,972,2007,2492,4,48,33,139,0,14,27,56
2024,29,Baja California Sur,19,131,365,885,1,15,17,32,0,3,5,10
2024,29,Campeche,20,221,575,824,3,41,25,40,0,9,3,15
2024,29,Coahuila,49,411,1000,1862,3,74,55,109,0,13,23,40
2024,29,Colima,43,527,1070,1121,3,95,64,173,0,9,12,45
2024,29,Chiapas,68,413,1427,1368,1,47,32,131,0,16,11,38
2024,29,Chihuahua,142,1209,3410,4124,10,166,130,199,1,37,55,98
2024,29,Ciudad de México,483,3783,9880,13200,7,123,112,166,0,15,41,42
2024,29,Durango,92,607,1885,2762,5,113,95,196,3,13,23,31
2024,29,Guanajuato,140,755,2700,3660,3,49,55,119,1,9,24,38
2024,29,Guerrero,49,412,1154,1919,0,41,34,69,3,6,11,17
2024,29,Hidalgo,70,288,1472,1777,2,21,19,49,0,7,10,18
2024,29,Jalisco,216,1808,3946,5694,13,195,177,500,3,35,64,148
2024,29,México,193,1442,4464,8144,7,123,103,380,6,15,18,123
2024,29,Michoacán,131,1091,2748,2471,12,115,114,129,0,10,37,39
2024,29,Morelos,51,358,1298,1907,3,84,84,204,0,10,17,25
2024,29,Nayarit,73,623,1209,1626,1,10,7,47,2,6,13,27
2024,29,Nuevo León,130,851,2296,3026,4,96,53,150,0,22,38,64
2024,29,Oaxaca,34,372,724,1401,6,53,36,107,2,26,35,32
2024,29,Puebla,72,657,1636,2128,4,89,85,81,1,18,8,16
2024,29,Querétaro,15,144,546,487,0,19,9,19,0,3,4,10
2024,29,Quintana Roo,45,320,771,749,1,26,25,46,0,4,7,6
2024,29,San Luis Potosí,78,501,1477,1573,2,65,48,118,0,16,30,30
2024,29,Sinaloa,108,882,2277,2359,16,134,124,285,6,43,50,113
2024,29,Sonora,91,546,1636,1935,3,49,38,98,2,12,27,49
2024,29,Tabasco,53,835,1897,3336,3,49,41,143,2,8,20,30
2024,29,Tamaulipas,69,534,1628,2360,8,130,103,214,2,42,54,90
2024,29,Tlaxcala,39,229,737,649,1,15,22,44,0,3,3,4
2024,29,Veracruz,135,803,2745,3982,12,229,196,459,2,36,47,119
2024,29,Yucatán,62,543,1544,1478,1,42,30,75,0,5,10,20
2024,29,Zacatecas,105,372,1177,1085,0,8,2,12,0,3,3,3
