Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2024,33,Aguascalientes,19,255,640,1032,4,27,19,48,1,6,8,18
2024,33,Baja California,86,1095,2296,2841,2,53,38,152,1,19,29,68
2024,33,Baja California Sur,19,146,418,1018,1,17,18,36,0,3,6,11
2024,33,Campeche,28,252,643,909,2,48,27,49,0,10,3,19
2024,33,Coahuila,49,456,1134,2077,2,80,60,128,0,14,24,48
2024,33,Colima,56,626,1245,1382,8,110,73,199,0,9,13,48
2024,33,Chiapas,55,458,1588,1550,2,51,36,141,1,17,11,42
2024,33,Chihuahua,154,1375,3839,4775,8,184,146,231,2,40,67,114
2024,33,Ciudad de México,415,4241,11137,15233,5,141,120,213,2,17,46,52
2024,33,Durango,92,639,1963,3178,6,116,94,236,1,16,24,39
2024,33,Guanajuato,111,867,3037,4182,3,59,61,133,3,12,28,41
2024,33,Guerrero,69,464,1301,2173,2,48,42,94,1,10,13,24
2024,33,Hidalgo,63,328,1636,2076,13,28,27,54,0,8,11,19
2024,33,Jalisco,182,2033,4471,6479,18,229,204,592,6,42,75,162
2024,33,México,202,1684,5098,9443,7,133,119,488,2,16,21,145
2024,33,Michoacán,92,1215,3078,2889,8,138,124,149,2,11,39,45
2024,33,Morelos,51,411,1487,2129,7,97,96,243,1,12,18,28
2024,33,Nayarit,64,711,1382,1816,3,11,10,55,2,6,18,30
2024,33,Nuevo León,144,976,2706,3472,5,109,70,170,3,24,44,70
2024,33,Oaxaca,27,436,806,1540,5,57,42,116,1,28,37,36
2024,33,Puebla,79,698,1785,2400,2,72,68,96,0,15,8,17
2024,33,Querétaro,29,168,628,547,1,22,10,21,0,4,4,12
2024,33,Quintana Roo,38,361,869,867,2,27,28,53,0,5,7,9
2024,33,San Luis Potosí,57,593,1665,1816,1,71,51,137,0,17,31,33
2024,33,Sinaloa,119,986,2587,2684,9,156,135,318,5,46,60,129
2024,33,Sonora,58,608,1830,2239,4,57,43,110,3,13,37,54
2024,33,Tabasco,86,940,2107,3754,1,55,47,156,1,9,23,32
2024,33,Tamaulipas,59,624,1826,2662,5,142,112,241,4,45,67,97
2024,33,Tlaxcala,34,248,794,754,1,17,22,48,0,3,3,4
2024,33,Veracruz,124,926,3162,4540,13,258,221,538,1,38,51,138
2024,33,Yucatán,77,620,1810,1857,2,48,34,86,0,5,11,22
2024,33,Zacatecas,65,443,1388,1264,1,9,6,14,0,4,4,3
