Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2023,29,Aguascalientes,42,227,656,608,0,26,18,32,1,3,14,9
2023,29,Baja California,80,777,1713,2291,3,56,83,109,3,15,41,73
2023,29,Baja California Sur,37,366,519,968,1,18,14,36,0,5,5,3
2023,29,Campeche,21,244,580,641,1,27,13,48,0,8,7,20
2023,29,Coahuila,65,615,1261,1442,4,56,54,125,2,15,25,59
2023,29,Colima,42,337,784,647,11,88,85,180,0,11,34,54
2023,29,Chiapas,47,313,1016,1144,4,70,61,86,3,12,26,26
2023,29,Chihuahua,132,1086,3096,4114,10,111,89,251,4,42,55,93
2023,29,Ciudad de México,572,3575,9652,11754,10,95,81,249,3,18,36,55
2023,29,Durango,79,628,2145,1864,8,109,88,146,1,10,23,31
2023,29,Guanajuato,150,707,2953,2732,7,72,51,96,0,19,21,20
2023,29,Guerrero,66,494,1439,1160,1,44,41,84,0,6,15,21
2023,29,Hidalgo,71,276,1501,1480,3,26,23,50,0,8,10,17
2023,29,Jalisco,179,1668,4028,5369,9,260,240,442,1,67,81,125
2023,29,México,256,2133,5887,6767,14,199,178,294,4,51,71,90
2023,29,Michoacán,103,604,1867,1779,6,68,61,131,2,20,19,46
2023,29,Morelos,43,435,1490,1603,5,97,107,164,0,8,17,14
2023,29,Nayarit,46,448,1181,1654,4,20,27,60,1,8,19,25
2023,29,Nuevo León,92,855,2175,2662,7,82,68,124,5,21,43,78
2023,29,Oaxaca,34,429,964,1164,5,58,49,118,0,13,20,49
2023,29,Puebla,66,627,1504,2326,3,33,48,114,0,8,8,17
2023,29,Querétaro,15,138,350,424,0,13,6,17,1,4,5,10
2023,29,Quintana Roo,26,175,574,929,4,28,20,34,0,3,3,12
2023,29,San Luis Potosí,62,375,1232,1234,10,62,58,63,3,9,22,21
2023,29,Sinaloa,94,577,1776,2061,13,136,148,279,4,48,65,84
2023,29,Sonora,73,456,1478,1570,4,53,45,99,2,16,33,48
2023,29,Tabasco,116,1177,2474,1358,2,80,63,96,0,19,11,15
2023,29,Tamaulipas,60,705,1675,2187,9,118,96,273,1,37,54,93
2023,29,Tlaxcala,20,159,490,638,2,21,23,34,0,1,3,5
2023,29,Veracruz,165,986,3061,3863,24,248,214,432,2,55,64,103
2023,29,Yucatán,71,364,1109,1406,1,43,31,127,0,4,16,53
2023,29,Zacatecas,54,245,839,957,0,10,2,15,0,2,1,6
