Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2024,14,Aguascalientes,26,109,290,364,1,15,5,16,0,2,4,9
2024,14,Baja California,83,419,954,1090,3,21,22,72,1,8,13,23
2024,14,Baja California Sur,4,62,170,450,0,11,11,14,0,2,2,4
2024,14,Campeche,18,101,265,393,1,20,14,17,0,4,3,9
2024,14,Coahuila,40,187,449,851,2,43,27,47,0,8,17,22
2024,14,Colima,59,263,535,403,4,47,37,72,0,5,9,38
2024,14,Chiapas,31,214,592,583,5,26,14,50,0,3,6,21
2024,14,Chihuahua,87,570,1622,1780,10,86,67,85,3,21,23,41
2024,14,Ciudad de México,385,1717,4404,5673,8,65,45,74,1,9,18,9
2024,14,Durango,91,291,881,1169,6,56,51,100,2,6,12,10
2024,14,Guanajuato,131,354,1257,1751,5,20,23,58,3,7,12,19
2024,14,Guerrero,53,193,550,856,1,19,14,26,5,2,6,8
2024,14,Hidalgo,45,140,694,739,2,10,12,27,2,4,4,9
2024,14,Jalisco,171,835,1761,2853,5,93,83,243,1,18,18,74
2024,14,México,166,729,2086,3408,10,56,53,174,0,4,11,51
2024,14,Michoacán,102,431,1039,1002,3,44,54,69,3,7,20,18
2024,14,Morelos,57,168,604,977,1,48,52,101,2,6,9,13
2024,14,Nayarit,68,248,532,781,0,3,3,12,0,3,7,12
2024,14,Nuevo León,78,366,880,1545,3,40,31,81,4,9,14,28
2024,14,Oaxaca,25,173,338,699,3,27,13,52,1,11,22,16
2024,14,Puebla,53,245,617,948,15,19,24,40,2,4,3,7
2024,14,Querétaro,15,62,278,198,1,12,6,9,0,2,3,4
2024,14,Quintana Roo,31,168,345,310,1,10,8,17,2,3,5,4
2024,14,San Luis Potosí,30,212,663,720,1,27,19,60,1,9,20,13
2024,14,Sinaloa,63,451,1152,1042,6,64,57,118,1,26,24,60
2024,14,Sonora,55,211,721,869,1,23,14,41,0,4,16,25
2024,14,Tabasco,62,369,911,1586,5,16,20,74,1,2,8,18
2024,14,Tamaulipas,66,256,760,983,10,67,45,103,4,22,24,48
2024,14,Tlaxcala,41,93,312,304,0,4,5,18,0,0,2,2
2024,14,Veracruz,74,365,1257,1833,19,115,102,208,2,17,28,68
2024,14,Yucatán,59,243,710,588,1,17,8,30,0,4,8,9
2024,14,Zacatecas,42,159,491,455,0,3,1,8,0,2,0,1
