Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2016,20,Aguascalientes,1,5,10,7,76,282,800,768,1,17,18,14
2016,20,Baja California,0,11,30,65,58,212,852,1061,6,43,44,95
2016,20,Baja California Sur,12,7,13,7,12,80,214,296,0,11,6,21
2016,20,Campeche,0,5,3,2,31,100,342,343,3,18,10,13
2016,20,Coahuila,0,3,7,5,11,59,187,264,0,7,9,18
2016,20,Colima,0,3,7,8,18,109,386,317,3,36,28,50
2016,20,Chiapas,0,6,23,23,9,90,318,475,3,48,25,35
2016,20,Chihuahua,1,1,23,14,153,953,2119,1960,17,90,100,57
2016,20,Distrito Federal,2,26,79,59,313,1600,5052,6138,12,93,124,188
2016,20,Durango,0,4,3,8,99,428,1272,1594,5,48,36,94
2016,20,Guanajuato,0,6,8,2,42,143,530,196,4,39,26,18
2016,20,Guerrero,0,4,8,15,26,101,471,464,7,35,34,66
2016,20,Hidalgo,2,5,12,13,39,131,468,603,5,37,30,46
2016,20,Jalisco,8,46,91,71,171,787,2405,2503,21,174,167,189
2016,20,México,7,23,65,88,146,611,2148,2325,10,144,113,190
2016,20,Michoacán,2,4,14,18,53,276,866,1129,3,50,44,62
2016,20,Morelos,0,3,11,28,16,139,488,1000,6,58,50,103
2016,20,Nayarit,1,4,7,5,24,113,398,486,1,23,20,37
2016,20,Nuevo León,1,8,29,17,66,263,943,759,9,52,46,109
2016,20,Oaxaca,1,4,12,11,6,140,436,472,9,62,43,108
2016,20,Puebla,2,10,32,35,43,253,692,1015,5,56,63,164
2016,20,Querétaro,0,4,11,6,21,72,289,408,2,18,15,27
2016,20,Quintana Roo,0,1,4,10,24,155,356,311,0,15,9,23
2016,20,San Luis Potosí,1,6,9,23,55,253,813,1138,2,28,28,59
2016,20,Sinaloa,0,11,36,33,55,322,1125,1303,9,129,147,209
2016,20,Sonora,3,10,32,42,25,207,782,1058,7,47,52,85
2016,20,Tabasco,1,3,12,2,18,132,348,552,0,16,13,31
2016,20,Tamaulipas,0,5,11,14,83,485,957,1283,0,46,50,135
2016,20,Tlaxcala,0,0,1,9,10,42,144,184,3,12,25,19
2016,20,Veracruz,3,13,33,34,87,385,1300,1263,8,104,97,97
2016,20,Yucatán,0,2,13,14,25,91,345,644,3,18,10,43
2016,20,Zacatecas,0,4,7,6,19,78,278,334,1,15,6,9
