Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2017,48,Aguascalientes,46,788,1974,2887,0,47,44,99,0,10,20,45
2017,48,Baja California,61,847,2698,2735,1,84,94,207,4,29,59,133
2017,48,Baja California Sur,16,224,755,777,0,19,17,39,0,8,10,17
2017,48,Campeche,27,339,836,1137,2,22,27,60,2,11,13,21
2017,48,Coahuila,20,359,1331,622,3,146,139,37,1,32,49,14
2017,48,Colima,42,320,906,1039,2,59,43,112,1,14,14,15
2017,48,Chiapas,27,426,1212,1161,5,89,47,172,0,17,18,43
2017,48,Chihuahua,285,2552,6344,7817,13,201,258,486,13,95,139,212
2017,48,Ciudad de México,247,4009,11464,15782,10,178,224,556,7,46,99,172
2017,48,Durango,74,941,3247,4312,7,105,108,218,2,29,19,40
2017,48,Guanajuato,37,545,2005,2022,1,109,69,124,1,30,49,56
2017,48,Guerrero,30,419,1307,1640,2,76,71,148,2,19,27,60
2017,48,Hidalgo,33,544,1662,1901,2,80,67,137,1,23,30,33
2017,48,Jalisco,142,2525,7109,8529,10,440,409,797,6,103,154,212
2017,48,México,164,2295,6683,7416,7,265,182,579,1,56,67,117
2017,48,Michoacán,75,1098,3012,2835,5,116,134,268,1,25,26,58
2017,48,Morelos,55,568,1619,1769,4,89,77,215,2,15,36,54
2017,48,Nayarit,24,403,1173,1419,1,42,46,102,1,39,69,47
2017,48,Nuevo León,55,983,2588,3040,2,180,121,251,1,52,78,143
2017,48,Oaxaca,14,362,1013,1391,3,73,78,240,2,27,47,124
2017,48,Puebla,30,639,1729,2243,3,156,123,285,1,23,24,39
2017,48,Querétaro,8,173,663,974,2,38,22,73,0,5,6,28
2017,48,Quintana Roo,15,320,849,1025,3,22,33,59,0,6,18,17
2017,48,San Luis Potosí,56,747,2313,3126,5,95,122,151,0,23,30,63
2017,48,Sinaloa,93,1356,3757,3545,10,248,241,612,4,96,103,197
2017,48,Sonora,30,511,1733,2407,2,140,116,236,2,53,99,127
2017,48,Tabasco,62,397,1160,1231,2,75,42,97,2,24,12,29
2017,48,Tamaulipas,115,1589,3537,4009,7,138,151,274,1,80,115,146
2017,48,Tlaxcala,6,108,443,470,1,34,29,89,0,12,13,18
2017,48,Veracruz,99,1280,4305,4356,12,320,285,555,3,69,91,158
2017,48,Yucatán,27,624,1626,1132,1,46,34,96,0,13,33,54
2017,48,Zacatecas,26,341,1201,990,5,33,23,42,0,6,9,16
