Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2025,34,Aguascalientes,40,325,782,921,2,16,13,48,0,8,5,15
2025,34,Baja California,111,999,2293,3497,2,51,43,92,0,15,33,48
2025,34,Baja California Sur,9,135,339,588,3,35,18,36,1,4,8,10
2025,34,Campeche,15,296,719,927,1,62,29,76,1,9,7,14
2025,34,Coahuila,73,562,1323,1627,7,55,46,144,4,38,35,39
2025,34,Colima,57,626,1226,1919,4,70,65,190,0,14,22,22
2025,34,Chiapas,71,515,1834,2113,4,60,39,92,1,12,13,28
2025,34,Chihuahua,169,1354,3601,5295,10,140,166,343,2,47,86,108
2025,34,Ciudad de México,394,4133,11537,15599,3,89,66,258,1,20,31,65
2025,34,Durango,102,575,1983,2867,3,111,95,249,3,23,14,42
2025,34,Guanajuato,131,821,2943,4021,4,68,86,123,1,12,30,42
2025,34,Guerrero,79,574,1642,1847,8,57,57,93,0,8,20,23
2025,34,Hidalgo,53,427,1759,2026,1,29,36,56,2,7,25,20
2025,34,Jalisco,246,2007,4582,6697,19,254,251,449,3,42,79,121
2025,34,México,183,1779,5308,7010,12,140,144,265,5,29,44,40
2025,34,Michoacán,147,1203,3268,4779,7,134,119,275,2,22,26,50
2025,34,Morelos,68,473,1560,1973,7,89,84,202,0,9,17,30
2025,34,Nayarit,99,896,1729,2138,0,15,8,22,1,14,23,25
2025,34,Nuevo León,144,1119,3082,3649,8,102,82,180,7,35,52,70
2025,34,Oaxaca,51,606,1031,1292,4,61,47,105,0,16,23,65
2025,34,Puebla,50,498,1384,2559,5,41,56,144,0,13,11,24
2025,34,Querétaro,20,186,635,820,0,12,10,33,0,3,2,8
2025,34,Quintana Roo,27,239,689,1274,3,25,43,57,0,3,7,13
2025,34,San Luis Potosí,65,475,1474,2338,1,35,29,124,0,2,5,50
2025,34,Sinaloa,84,860,2122,3698,10,173,174,299,3,48,61,106
2025,34,Sonora,58,462,1419,2551,2,46,33,104,2,16,24,51
2025,34,Tabasco,80,949,1853,3125,6,52,53,105,2,10,9,34
2025,34,Tamaulipas,72,532,1567,2525,6,143,130,269,3,26,45,115
2025,34,Tlaxcala,16,180,626,1077,0,8,10,40,0,3,1,6
2025,34,Veracruz,146,1073,3565,4209,10,289,217,495,0,26,43,92
2025,34,Yucatán,107,827,2391,2518,3,64,54,90,0,5,8,18
2025,34,Zacatecas,65,328,1182,1852,1,10,11,16,1,4,4,8
