Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2019,19,Aguascalientes,26,152,366,640,0,17,10,32,0,4,4,9
2019,19,Baja California,62,458,1101,1659,2,52,52,68,4,20,37,30
2019,19,Baja California Sur,17,81,197,289,0,14,4,9,0,1,0,6
2019,19,Campeche,22,120,266,559,0,8,8,25,1,5,6,9
2019,19,Coahuila,32,126,391,384,2,58,42,20,3,8,24,8
2019,19,Colima,37,135,485,485,2,12,19,39,0,1,1,22
2019,19,Chiapas,10,129,333,587,1,35,21,70,3,7,14,22
2019,19,Chihuahua,232,1157,2657,3362,9,105,91,194,6,32,62,65
2019,19,Ciudad de México,404,1890,5181,6048,36,422,378,198,3,27,48,72
2019,19,Durango,98,388,1330,1558,3,30,39,100,2,7,17,24
2019,19,Guanajuato,56,212,811,1100,5,34,27,57,3,9,14,17
2019,19,Guerrero,35,128,467,565,3,20,16,32,1,1,3,12
2019,19,Hidalgo,55,200,681,805,1,14,26,53,1,12,13,16
2019,19,Jalisco,146,880,2241,3682,15,131,110,306,6,26,67,104
2019,19,México,144,657,2104,3236,6,104,96,139,0,18,28,32
2019,19,Michoacán,48,346,833,1446,10,45,41,106,7,14,25,30
2019,19,Morelos,37,176,647,827,3,51,37,94,0,11,14,20
2019,19,Nayarit,30,311,764,631,2,23,11,39,0,10,24,43
2019,19,Nuevo León,88,451,1153,1135,8,63,56,102,6,23,32,58
2019,19,Oaxaca,23,121,381,472,1,26,38,50,2,10,13,14
2019,19,Puebla,62,297,671,729,4,21,32,86,0,6,7,18
2019,19,Querétaro,23,76,274,283,1,10,14,20,0,7,5,13
2019,19,Quintana Roo,39,103,410,331,0,9,4,36,0,4,6,6
2019,19,San Luis Potosí,54,254,794,1190,1,25,23,90,0,10,10,13
2019,19,Sinaloa,71,357,1136,1768,10,74,104,176,3,31,56,82
2019,19,Sonora,31,157,598,694,9,49,36,94,2,14,26,35
2019,19,Tabasco,20,144,531,603,3,31,15,35,0,12,20,15
2019,19,Tamaulipas,66,554,1273,2166,7,49,54,142,1,27,32,78
2019,19,Tlaxcala,16,49,178,223,0,24,9,22,0,2,3,5
2019,19,Veracruz,152,658,1945,2178,17,130,114,248,1,30,62,60
2019,19,Yucatán,28,125,519,635,1,15,13,43,1,7,6,10
2019,19,Zacatecas,27,168,485,525,5,15,17,22,1,3,7,4
