Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2025,25,Aguascalientes,39,238,580,694,2,13,9,39,0,7,4,12
2025,25,Baja California,110,721,1594,2586,2,37,27,74,4,12,29,34
2025,25,Baja California Sur,17,98,248,421,4,26,13,25,0,4,5,7
2025,25,Campeche,44,216,546,697,6,44,22,57,0,7,3,12
2025,25,Coahuila,62,378,984,1205,5,38,37,113,1,23,27,33
2025,25,Colima,62,433,873,1412,2,53,48,143,3,11,17,21
2025,25,Chiapas,106,366,1343,1580,1,44,30,70,0,4,10,18
2025,25,Chihuahua,187,936,2570,3954,7,103,112,252,3,33,64,79
2025,25,Ciudad de México,545,3045,8292,11640,3,54,46,194,1,12,17,52
2025,25,Durango,72,389,1340,2017,3,92,83,184,2,17,13,32
2025,25,Guanajuato,132,574,2091,2934,2,49,61,89,1,6,17,29
2025,25,Guerrero,69,340,1091,1354,4,42,39,66,0,5,12,14
2025,25,Hidalgo,72,291,1306,1527,1,18,20,38,2,6,18,15
2025,25,Jalisco,202,1403,3286,4799,11,185,175,320,3,37,56,91
2025,25,México,210,1345,3856,5138,5,106,93,198,0,20,35,25
2025,25,Michoacán,150,880,2414,3456,7,98,91,190,0,16,18,47
2025,25,Morelos,79,340,1082,1407,9,48,60,155,1,7,12,26
2025,25,Nayarit,106,650,1275,1575,0,13,8,13,0,10,18,15
2025,25,Nuevo León,162,813,2203,2577,9,80,52,128,4,24,31,53
2025,25,Oaxaca,88,424,748,967,3,54,34,77,0,14,20,54
2025,25,Puebla,72,355,1003,1871,3,25,30,127,0,11,9,20
2025,25,Querétaro,25,135,496,600,0,8,7,27,1,3,2,7
2025,25,Quintana Roo,28,176,503,964,0,22,37,48,0,3,6,10
2025,25,San Luis Potosí,80,348,1093,1690,1,28,26,98,0,0,4,44
2025,25,Sinaloa,96,616,1543,2732,13,124,139,223,2,33,43,84
2025,25,Sonora,59,333,1037,1868,1,33,26,78,0,13,13,34
2025,25,Tabasco,86,732,1290,2422,5,38,38,76,0,8,5,24
2025,25,Tamaulipas,70,394,1157,1901,11,118,104,202,5,24,37,80
2025,25,Tlaxcala,21,135,485,839,0,6,5,23,0,2,0,6
2025,25,Veracruz,182,762,2475,3048,12,220,159,376,1,23,35,76
2025,25,Yucatán,115,595,1681,1850,3,37,32,63,2,4,7,16
2025,25,Zacatecas,53,225,853,1215,1,5,7,7,1,2,3,5
