Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2017,31,Aguascalientes,46,507,1285,1773,0,24,29,62,1,7,14,31
2017,31,Baja California,74,525,1649,1676,3,58,54,130,1,18,36,80
2017,31,Baja California Sur,15,126,465,489,0,10,13,26,2,6,9,12
2017,31,Campeche,23,208,524,741,1,9,12,45,1,5,8,18
2017,31,Coahuila,36,160,666,444,5,78,91,27,2,19,28,9
2017,31,Colima,28,200,535,708,2,36,32,85,0,10,7,11
2017,31,Chiapas,32,283,766,640,4,49,26,110,1,6,9,25
2017,31,Chihuahua,189,1571,3951,4936,14,123,136,323,2,54,75,145
2017,31,Ciudad de México,295,2730,7979,10452,4,122,163,394,4,31,72,113
2017,31,Durango,102,614,2030,2687,5,67,58,147,0,18,12,32
2017,31,Guanajuato,67,360,1366,1200,3,76,45,84,3,26,37,40
2017,31,Guerrero,33,290,883,1009,1,57,45,96,2,13,12,39
2017,31,Hidalgo,47,344,1107,1045,2,54,44,94,0,16,18,18
2017,31,Jalisco,208,1711,4766,5388,17,299,310,517,2,59,108,130
2017,31,México,155,1352,4401,4553,10,194,131,386,1,39,48,75
2017,31,Michoacán,67,680,1897,1862,5,70,79,146,0,16,17,27
2017,31,Morelos,47,372,1127,971,3,57,52,150,3,11,29,23
2017,31,Nayarit,37,279,777,871,2,21,25,61,2,25,37,25
2017,31,Nuevo León,88,632,1703,1972,4,118,73,152,2,39,58,92
2017,31,Oaxaca,31,245,737,874,3,39,50,156,1,15,26,63
2017,31,Puebla,33,413,1083,1466,3,95,87,185,1,16,13,27
2017,31,Querétaro,26,115,455,613,2,28,13,55,0,4,3,13
2017,31,Quintana Roo,12,187,518,741,2,10,18,36,0,4,10,13
2017,31,San Luis Potosí,52,495,1473,1736,5,63,78,88,0,14,16,35
2017,31,Sinaloa,96,875,2439,2275,13,159,160,425,1,65,64,140
2017,31,Sonora,45,364,1209,1551,2,89,75,165,3,39,68,87
2017,31,Tabasco,22,232,701,809,2,50,28,59,1,15,5,20
2017,31,Tamaulipas,108,1072,2191,2548,5,87,89,174,6,53,73,89
2017,31,Tlaxcala,6,77,266,318,0,24,20,61,0,7,10,12
2017,31,Veracruz,127,768,2616,2876,16,211,188,340,1,51,58,101
2017,31,Yucatán,64,464,1116,721,4,30,26,57,0,11,25,35
2017,31,Zacatecas,29,219,765,632,2,15,14,30,0,3,4,10
