Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2015,28,Aguascalientes,32,347,751,223,1,16,9,5,0,1,7,1
2015,28,Baja California,69,245,855,1324,3,41,47,131,3,19,29,62
2015,28,Baja California Sur,23,100,346,445,2,14,6,32,0,3,6,8
2015,28,Campeche,9,141,404,279,1,19,9,2,0,9,5,5
2015,28,Coahuila,18,169,581,956,0,29,47,174,1,17,17,50
2015,28,Colima,21,122,398,477,2,35,24,66,0,4,5,7
2015,28,Chiapas,18,121,502,525,2,30,13,86,1,12,13,26
2015,28,Chihuahua,115,843,2183,2024,3,39,50,197,1,13,20,58
2015,28,Distrito Federal,333,2170,6500,7278,9,105,112,113,4,32,38,72
2015,28,Durango,61,444,1655,945,7,43,41,43,2,8,14,11
2015,28,Guanajuato,10,36,159,200,2,14,27,19,1,10,14,2
2015,28,Guerrero,25,236,718,64,2,37,20,11,2,11,9,0
2015,28,Hidalgo,38,194,626,781,2,25,36,109,1,3,2,14
2015,28,Jalisco,221,1034,3125,1710,14,188,161,99,5,51,49,23
2015,28,México,144,775,2702,3133,10,140,134,341,5,32,26,85
2015,28,Michoacán,65,389,1343,1344,5,41,60,155,1,6,11,52
2015,28,Morelos,54,268,1106,1211,4,75,75,108,1,10,27,30
2015,28,Nayarit,19,186,628,690,2,32,22,49,0,9,15,38
2015,28,Nuevo León,80,303,1063,405,4,102,76,22,3,9,38,2
2015,28,Oaxaca,12,161,352,619,10,68,54,66,2,18,15,19
2015,28,Puebla,63,285,983,426,5,81,90,57,0,8,8,5
2015,28,Querétaro,29,89,365,209,6,17,17,9,0,3,4,2
2015,28,Quintana Roo,7,75,309,320,1,10,8,53,0,4,2,19
2015,28,San Luis Potosí,64,364,1229,1056,4,26,21,27,1,5,15,12
2015,28,Sinaloa,77,288,1204,1168,8,104,99,203,3,31,43,99
2015,28,Sonora,54,314,1041,1250,4,51,62,116,2,22,29,77
2015,28,Tabasco,29,154,605,674,0,15,16,57,1,8,3,10
2015,28,Tamaulipas,96,517,1043,830,6,51,39,48,3,18,23,11
2015,28,Tlaxcala,13,65,224,75,2,22,11,19,0,3,8,2
2015,28,Veracruz,98,429,1849,1488,10,120,101,112,4,30,49,53
2015,28,Yucatán,32,173,643,666,4,34,24,81,1,9,26,38
2015,28,Zacatecas,23,130,421,541,0,5,8,11,1,2,6,2
