Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2016,34,Aguascalientes,52,486,1468,1319,1,36,35,27,1,13,22,10
2016,34,Baja California,51,370,1455,1828,2,75,65,158,1,28,58,81
2016,34,Baja California Sur,22,137,400,606,2,16,15,39,0,7,7,14
2016,34,Campeche,12,203,596,623,1,28,20,39,0,8,10,11
2016,34,Coahuila,7,126,351,482,0,11,17,24,0,6,5,11
2016,34,Colima,10,163,587,626,2,53,37,63,0,6,6,10
2016,34,Chiapas,20,152,556,733,5,72,44,67,0,12,15,31
2016,34,Chihuahua,154,1632,3793,3785,8,162,186,122,3,70,90,42
2016,34,Distrito Federal,355,2591,8495,11237,20,191,240,357,8,41,85,97
2016,34,Durango,77,722,2163,3054,8,82,81,181,0,10,23,43
2016,34,Guanajuato,48,236,966,447,0,52,46,46,3,20,30,28
2016,34,Guerrero,46,220,874,1228,4,62,45,112,1,18,22,37
2016,34,Hidalgo,51,278,905,1116,4,62,47,88,1,7,14,10
2016,34,Jalisco,190,1465,4479,5361,18,315,262,469,2,49,93,128
2016,34,México,143,1105,3922,4294,6,228,186,328,2,34,48,81
2016,34,Michoacán,56,466,1576,2180,4,78,76,127,0,15,14,23
2016,34,Morelos,73,265,899,1567,5,84,81,165,4,13,16,42
2016,34,Nayarit,35,211,753,975,4,38,35,64,4,11,18,29
2016,34,Nuevo León,62,455,1726,1789,8,96,73,220,3,42,61,75
2016,34,Oaxaca,33,247,714,802,7,103,69,198,2,33,36,63
2016,34,Puebla,38,423,1168,1807,6,86,108,258,0,16,13,33
2016,34,Querétaro,30,146,543,718,2,26,35,56,1,5,12,25
2016,34,Quintana Roo,19,228,576,522,3,27,17,41,0,7,6,12
2016,34,San Luis Potosí,113,491,1542,2151,4,45,46,105,1,15,24,39
2016,34,Sinaloa,82,536,1970,2288,16,223,230,354,3,71,76,133
2016,34,Sonora,59,361,1347,1847,4,83,89,156,1,40,54,70
2016,34,Tabasco,21,261,628,988,1,40,21,54,0,8,11,17
2016,34,Tamaulipas,116,1032,1819,2620,6,94,96,218,5,41,60,104
2016,34,Tlaxcala,10,74,272,367,1,29,37,37,0,4,8,12
2016,34,Veracruz,87,671,2334,2573,10,203,184,271,5,43,67,87
2016,34,Yucatán,35,146,664,1074,0,38,26,75,1,16,24,51
2016,34,Zacatecas,23,146,548,659,0,21,12,16,2,8,4,15
