Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2021,43,Aguascalientes,10,195,573,878,1,34,14,34,0,3,10,10
2021,43,Baja California,91,1092,2810,2837,8,123,119,115,2,25,70,57
2021,43,Baja California Sur,24,348,566,511,1,28,12,22,0,2,3,4
2021,43,Campeche,21,252,541,636,0,28,19,29,3,24,15,13
2021,43,Coahuila,38,336,1029,864,2,62,44,117,2,34,21,38
2021,43,Colima,33,224,699,721,6,133,131,194,2,18,42,53
2021,43,Chiapas,25,281,968,728,3,77,58,65,0,20,21,23
2021,43,Chihuahua,146,1467,4084,5187,13,154,148,257,2,52,61,115
2021,43,Ciudad de México,486,3367,9154,9874,13,137,123,248,0,24,35,63
2021,43,Durango,55,556,1688,2970,4,75,50,90,0,11,11,28
2021,43,Guanajuato,68,710,2377,1899,3,73,49,57,0,11,26,19
2021,43,Guerrero,14,223,757,900,2,35,36,31,3,13,11,7
2021,43,Hidalgo,57,372,1446,1304,2,58,38,41,3,8,10,36
2021,43,Jalisco,232,2039,5389,6292,11,261,213,353,6,72,102,142
2021,43,México,249,1969,5485,4276,9,166,130,236,3,25,49,45
2021,43,Michoacán,76,756,1884,2429,4,93,68,178,2,19,21,95
2021,43,Morelos,63,458,1528,1618,4,83,73,113,1,8,15,26
2021,43,Nayarit,59,552,1420,3333,3,42,40,33,2,17,26,18
2021,43,Nuevo León,70,697,1906,2361,12,96,78,154,4,45,61,75
2021,43,Oaxaca,43,258,649,871,4,53,49,86,1,9,25,25
2021,43,Puebla,77,703,1656,1711,1,50,42,117,0,5,15,25
2021,43,Querétaro,25,122,467,449,1,28,14,37,0,3,4,19
2021,43,Quintana Roo,25,225,866,969,0,16,15,16,0,10,7,5
2021,43,San Luis Potosí,51,484,1305,1685,1,61,45,111,0,15,23,27
2021,43,Sinaloa,92,643,2074,2504,7,131,133,196,2,42,54,99
2021,43,Sonora,72,729,1881,1394,1,85,55,87,2,45,46,52
2021,43,Tabasco,58,485,1170,1322,2,36,24,60,3,20,27,34
2021,43,Tamaulipas,76,891,2046,2791,5,85,76,98,3,31,42,50
2021,43,Tlaxcala,20,205,506,513,1,30,23,38,0,3,3,9
2021,43,Veracruz,125,1211,3440,3310,12,268,213,312,3,43,68,84
2021,43,Yucatán,46,335,965,791,3,44,39,31,1,3,20,16
2021,43,Zacatecas,48,277,1023,1274,2,11,5,26,0,3,3,11
