Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2021,49,Aguascalientes,28,221,656,961,1,36,20,40,0,4,11,11
2021,49,Baja California,75,1233,3164,3384,4,146,131,133,1,26,74,68
2021,49,Baja California Sur,22,427,657,602,0,30,15,26,0,3,4,4
2021,49,Campeche,17,282,623,773,1,31,22,31,0,27,17,13
2021,49,Coahuila,51,375,1204,1024,6,70,55,125,1,39,23,41
2021,49,Colima,21,260,811,827,7,162,151,227,2,21,50,59
2021,49,Chiapas,33,320,1105,885,2,84,69,74,2,22,25,42
2021,49,Chihuahua,128,1702,4593,5658,9,175,173,276,4,55,75,122
2021,49,Ciudad de México,413,4024,10924,11449,11,162,157,279,1,29,42,73
2021,49,Durango,55,642,1966,3237,2,89,59,104,0,12,11,30
2021,49,Guanajuato,61,791,2733,2175,4,85,57,64,2,14,29,24
2021,49,Guerrero,34,274,923,1005,4,47,45,39,0,14,15,7
2021,49,Hidalgo,59,439,1695,1504,3,67,48,50,0,10,13,38
2021,49,Jalisco,152,2349,6228,6996,11,299,242,401,10,84,128,159
2021,49,México,268,2373,6518,5092,13,185,148,266,0,30,49,54
2021,49,Michoacán,72,853,2202,2767,14,116,88,207,1,20,24,107
2021,49,Morelos,57,530,1753,1820,6,111,89,133,1,9,20,29
2021,49,Nayarit,59,629,1641,3914,2,49,43,38,0,22,27,22
2021,49,Nuevo León,64,808,2234,2635,2,115,91,168,2,52,69,86
2021,49,Oaxaca,29,324,780,998,2,67,65,101,3,13,29,30
2021,49,Puebla,50,820,1982,2024,6,61,55,132,1,7,17,29
2021,49,Querétaro,15,140,538,500,0,28,15,42,0,3,6,19
2021,49,Quintana Roo,39,288,991,1145,1,21,18,16,0,10,8,10
2021,49,San Luis Potosí,45,553,1509,1918,6,65,58,129,0,17,26,30
2021,49,Sinaloa,70,758,2409,2861,11,160,165,224,0,47,62,107
2021,49,Sonora,22,804,2117,1715,4,95,64,105,0,49,49,58
2021,49,Tabasco,60,572,1385,1458,0,40,28,63,4,30,34,34
2021,49,Tamaulipas,53,1006,2318,3182,5,104,86,116,1,34,45,57
2021,49,Tlaxcala,8,231,591,610,0,33,24,41,0,5,3,11
2021,49,Veracruz,130,1399,4050,3819,17,315,241,364,3,47,82,97
2021,49,Yucatán,47,389,1136,905,1,57,50,40,2,7,23,19
2021,49,Zacatecas,28,320,1149,1467,2,15,5,28,1,4,5,13
