Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2023,45,Aguascalientes,31,386,1121,1098,2,39,29,44,1,6,18,16
2023,45,Baja California,75,1221,2700,3711,2,85,111,179,4,29,63,111
2023,45,Baja California Sur,8,519,782,1534,2,29,20,47,0,6,8,6
2023,45,Campeche,25,370,847,1109,1,38,22,68,1,13,13,30
2023,45,Coahuila,62,877,2046,2496,8,91,77,185,1,33,47,97
2023,45,Colima,62,625,1434,1134,2,150,115,264,1,20,43,100
2023,45,Chiapas,43,546,1660,1663,1,91,93,135,2,22,31,49
2023,45,Chihuahua,136,1836,5157,6472,7,205,173,367,4,70,104,146
2023,45,Ciudad de México,367,5678,15213,18758,3,182,178,368,2,25,61,92
2023,45,Durango,89,1003,3372,3012,1,193,156,226,1,15,36,41
2023,45,Guanajuato,114,1154,4568,4484,2,111,80,143,2,26,36,26
2023,45,Guerrero,21,741,2056,2095,1,76,78,124,0,10,28,39
2023,45,Hidalgo,41,448,2570,2455,0,42,34,78,0,11,12,36
2023,45,Jalisco,168,2722,6370,8551,19,518,478,674,3,110,129,206
2023,45,México,194,4430,9679,11349,13,454,394,487,6,106,135,146
2023,45,Michoacán,74,1089,3153,3081,2,102,105,199,2,26,38,67
2023,45,Morelos,63,643,2265,2541,4,168,155,241,0,13,24,26
2023,45,Nayarit,78,834,2029,2635,3,45,46,88,0,12,39,37
2023,45,Nuevo León,95,1379,3527,4171,3,128,111,194,1,31,58,123
2023,45,Oaxaca,14,625,1376,1887,2,85,70,186,0,23,33,80
2023,45,Puebla,57,1084,2445,3642,0,54,70,169,2,11,12,32
2023,45,Querétaro,24,238,663,756,2,19,17,32,0,9,9,16
2023,45,Quintana Roo,29,303,891,1317,0,43,37,57,0,5,9,20
2023,45,San Luis Potosí,37,550,1932,2103,3,103,90,106,2,15,36,44
2023,45,Sinaloa,89,946,2849,3237,8,226,253,409,2,71,98,141
2023,45,Sonora,81,785,2494,2671,2,91,60,159,1,25,45,79
2023,45,Tabasco,70,1720,3691,2591,1,129,94,150,0,24,18,22
2023,45,Tamaulipas,55,1098,2668,3401,6,191,153,362,2,56,82,145
2023,45,Tlaxcala,15,244,824,954,0,34,34,59,0,1,3,11
2023,45,Veracruz,78,1539,4612,6224,8,394,323,682,4,77,96,159
2023,45,Yucatán,82,699,2038,2307,1,66,57,185,1,9,23,80
2023,45,Zacatecas,27,413,1448,1495,1,18,12,26,0,4,6,12
