Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2022,39,Aguascalientes,13,218,669,703,1,16,25,44,0,4,8,12
2022,39,Baja California,102,854,2320,3528,4,78,72,216,1,28,68,89
2022,39,Baja California Sur,22,594,747,810,0,28,17,34,0,2,4,5
2022,39,Campeche,26,239,672,710,0,38,23,43,2,20,8,30
2022,39,Coahuila,75,622,1394,1230,3,90,50,93,3,31,24,52
2022,39,Colima,23,233,672,812,2,136,95,241,1,28,56,52
2022,39,Chiapas,42,366,1126,1256,4,70,44,126,2,22,19,40
2022,39,Chihuahua,165,1490,4052,4964,7,157,156,258,5,42,87,101
2022,39,Ciudad de México,468,4297,12288,10124,5,159,169,204,5,32,56,51
2022,39,Durango,64,607,1928,2020,4,108,94,107,2,7,29,18
2022,39,Guanajuato,138,692,3065,2770,1,68,59,107,1,8,14,34
2022,39,Guerrero,62,383,1320,987,3,49,63,65,2,11,21,21
2022,39,Hidalgo,68,391,1644,1580,1,33,30,88,2,11,15,13
2022,39,Jalisco,214,1959,5408,6603,19,310,264,395,7,66,116,154
2022,39,México,262,2454,6991,6613,7,230,182,260,4,48,75,66
2022,39,Michoacán,90,659,1890,2389,5,99,80,137,2,18,40,36
2022,39,Morelos,37,490,1681,1754,3,127,81,135,1,6,16,19
2022,39,Nayarit,54,570,1697,1729,2,44,30,73,1,14,18,35
2022,39,Nuevo León,77,914,2627,2333,3,80,94,146,5,45,60,85
2022,39,Oaxaca,53,397,1214,787,6,93,69,90,1,23,44,27
2022,39,Puebla,62,942,2078,2220,3,51,40,106,2,8,9,26
2022,39,Querétaro,24,134,497,518,2,21,9,35,1,7,5,6
2022,39,Quintana Roo,34,330,843,977,1,19,27,28,0,3,14,14
2022,39,San Luis Potosí,51,427,1327,1576,1,49,43,93,3,12,25,37
2022,39,Sinaloa,78,693,2087,2405,5,182,165,229,7,55,65,88
2022,39,Sonora,79,556,1674,2325,3,84,50,129,2,26,40,83
2022,39,Tabasco,59,508,1513,1436,7,79,50,56,1,8,12,40
2022,39,Tamaulipas,66,847,2193,2655,7,168,152,140,2,41,84,61
2022,39,Tlaxcala,16,232,608,637,2,24,22,48,1,5,2,6
2022,39,Veracruz,147,1253,4096,4136,14,355,243,429,2,55,88,99
2022,39,Yucatán,66,481,1497,1145,5,85,78,74,2,21,45,20
2022,39,Zacatecas,24,344,939,1128,0,14,4,12,0,3,7,6
