Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2017,32,Aguascalientes,56,521,1323,1844,3,26,30,68,0,7,14,33
2017,32,Baja California,63,533,1704,1722,3,60,55,135,0,18,36,83
2017,32,Baja California Sur,27,133,479,504,0,10,13,28,1,7,9,14
2017,32,Campeche,40,222,550,766,1,9,13,45,0,5,8,18
2017,32,Coahuila,32,165,694,458,5,80,94,28,2,21,28,11
2017,32,Colima,20,204,551,719,0,36,32,87,0,10,7,12
2017,32,Chiapas,27,289,790,665,3,51,27,111,3,6,12,26
2017,32,Chihuahua,190,1634,4108,5096,11,130,142,331,3,55,78,150
2017,32,Ciudad de México,279,2812,8177,10752,10,127,168,408,4,33,74,118
2017,32,Durango,57,630,2076,2797,4,71,63,151,0,18,12,33
2017,32,Guanajuato,48,357,1358,1245,1,77,45,86,0,26,37,40
2017,32,Guerrero,20,295,898,1038,1,58,45,101,0,13,12,39
2017,32,Hidalgo,48,360,1139,1077,2,56,44,97,1,16,19,18
2017,32,Jalisco,199,1772,4906,5563,6,303,312,537,8,63,112,137
2017,32,México,183,1396,4540,4765,9,199,135,399,2,39,50,77
2017,32,Michoacán,57,704,1939,1920,8,75,82,148,0,16,17,29
2017,32,Morelos,27,329,941,1011,1,21,12,159,1,5,9,25
2017,32,Nayarit,24,283,797,890,3,22,27,67,5,27,40,25
2017,32,Nuevo León,71,659,1747,2040,3,120,74,154,3,40,60,94
2017,32,Oaxaca,16,254,747,904,1,40,49,162,1,15,27,66
2017,32,Puebla,25,420,1101,1509,4,98,88,188,3,18,14,28
2017,32,Querétaro,10,116,464,638,0,28,13,56,0,4,3,13
2017,32,Quintana Roo,20,192,533,758,4,11,21,40,1,5,10,13
2017,32,San Luis Potosí,59,508,1519,1789,7,66,82,88,1,14,17,37
2017,32,Sinaloa,73,897,2490,2351,14,165,168,433,5,69,65,144
2017,32,Sonora,39,376,1238,1590,7,95,81,166,1,40,68,90
2017,32,Tabasco,22,237,718,842,4,54,28,60,2,17,5,20
2017,32,Tamaulipas,97,1106,2266,2652,6,95,94,181,6,56,76,95
2017,32,Tlaxcala,12,78,277,327,1,24,21,62,0,7,10,12
2017,32,Veracruz,101,789,2696,2950,16,218,197,359,3,54,58,104
2017,32,Yucatán,36,471,1145,746,1,31,26,59,0,11,25,37
2017,32,Zacatecas,39,229,794,652,0,15,14,30,0,3,4,10
