Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2025,23,Aguascalientes,41,216,532,639,2,11,8,39,0,7,4,10
2025,23,Baja California,92,665,1448,2410,5,32,26,68,2,11,26,32
2025,23,Baja California Sur,12,89,230,380,3,22,13,25,1,4,5,7
2025,23,Campeche,33,194,482,642,0,36,19,50,0,7,3,9
2025,23,Coahuila,57,370,906,1086,0,35,31,107,1,23,26,30
2025,23,Colima,56,399,793,1288,2,49,45,127,1,8,17,20
2025,23,Chiapas,92,331,1189,1460,1,40,29,65,0,4,10,15
2025,23,Chihuahua,194,838,2291,3633,5,92,107,229,7,27,58,70
2025,23,Ciudad de México,485,2770,7527,10500,3,47,41,178,1,11,16,49
2025,23,Durango,105,346,1225,1809,2,86,75,175,0,17,10,29
2025,23,Guanajuato,144,531,1916,2704,4,46,57,86,0,6,16,27
2025,23,Guerrero,67,306,966,1235,4,40,35,61,3,5,10,14
2025,23,Hidalgo,104,259,1173,1422,1,16,20,32,2,5,16,12
2025,23,Jalisco,225,1287,2972,4393,11,174,167,295,5,33,53,83
2025,23,México,211,1244,3518,4748,12,103,83,182,1,19,32,24
2025,23,Michoacán,135,811,2191,3105,7,92,85,173,2,14,17,46
2025,23,Morelos,54,301,976,1297,11,39,50,149,2,6,12,26
2025,23,Nayarit,89,590,1162,1441,0,13,7,12,0,10,18,14
2025,23,Nuevo León,123,734,1978,2360,6,73,45,119,8,22,29,47
2025,23,Oaxaca,30,355,667,888,4,51,32,73,0,14,20,50
2025,23,Puebla,54,333,904,1720,9,22,30,119,1,11,9,20
2025,23,Querétaro,23,124,458,543,0,8,7,27,2,3,1,7
2025,23,Quintana Roo,27,159,465,880,3,21,37,42,1,3,6,10
2025,23,San Luis Potosí,56,316,994,1532,1,27,25,86,0,0,4,42
2025,23,Sinaloa,99,548,1394,2525,7,112,127,205,3,29,41,82
2025,23,Sonora,51,307,945,1673,6,32,26,75,2,13,11,31
2025,23,Tabasco,104,658,1144,2233,3,34,34,68,0,8,5,21
2025,23,Tamaulipas,63,363,1053,1763,6,104,96,193,2,22,31,78
2025,23,Tlaxcala,29,128,453,757,1,6,5,22,0,2,0,6
2025,23,Veracruz,176,690,2228,2784,23,205,152,348,0,22,32,73
2025,23,Yucatán,116,527,1521,1664,0,33,29,53,1,3,6,14
2025,23,Zacatecas,46,206,775,1100,1,5,6,7,0,1,3,4
