Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2025,46,Aguascalientes,40,447,1119,1271,1,27,21,68,1,8,6,22
2025,46,Baja California,108,1395,3227,4620,5,63,62,126,0,17,38,69
2025,46,Baja California Sur,19,182,468,784,3,44,19,45,0,5,10,11
2025,46,Campeche,60,390,1038,1282,5,76,37,95,0,10,8,19
2025,46,Coahuila,49,727,1749,2371,4,65,61,188,0,36,41,76
2025,46,Colima,82,874,1663,2505,4,90,82,258,2,19,27,31
2025,46,Chiapas,66,733,2643,3003,5,83,66,140,0,16,22,38
2025,46,Chihuahua,152,1852,4987,7230,5,177,217,453,5,70,127,157
2025,46,Ciudad de México,501,5733,15690,20742,6,115,97,329,2,30,46,83
2025,46,Durango,116,865,2906,4149,0,129,126,355,2,35,25,56
2025,46,Guanajuato,96,1146,3941,5415,2,111,119,163,1,19,45,56
2025,46,Guerrero,92,852,2430,2486,1,75,69,111,0,10,24,25
2025,46,Hidalgo,77,616,2497,2779,0,45,40,76,0,8,25,29
2025,46,Jalisco,234,2905,6327,9139,14,351,371,636,1,57,99,162
2025,46,México,192,2316,7250,9386,10,197,196,341,2,40,67,55
2025,46,Michoacán,138,1656,4503,6689,4,162,147,381,1,28,38,69
2025,46,Morelos,88,674,2228,2786,8,141,131,272,1,20,24,35
2025,46,Nayarit,113,1345,2539,3071,1,24,11,32,2,25,36,32
2025,46,Nuevo León,79,1459,4118,5115,4,136,108,247,1,45,67,98
2025,46,Oaxaca,63,876,1435,2009,5,81,73,139,1,27,37,78
2025,46,Puebla,74,707,2008,3577,4,65,69,223,0,16,15,35
2025,46,Querétaro,29,237,869,1138,0,17,21,39,0,5,4,11
2025,46,Quintana Roo,32,337,930,1662,7,46,59,80,0,4,13,20
2025,46,San Luis Potosí,54,651,1986,3073,1,52,44,159,0,2,6,57
2025,46,Sinaloa,80,1174,2903,4870,9,246,226,393,2,54,76,143
2025,46,Sonora,66,656,1995,3362,5,79,59,140,3,25,36,58
2025,46,Tabasco,59,1183,2556,4239,2,68,63,145,0,13,10,56
2025,46,Tamaulipas,51,717,2147,3345,12,178,170,376,2,34,56,163
2025,46,Tlaxcala,13,246,840,1448,0,9,16,52,0,4,1,6
2025,46,Veracruz,111,1310,4510,5724,8,390,298,691,0,38,57,118
2025,46,Yucatán,92,1143,3317,3524,6,92,69,131,0,7,8,29
2025,46,Zacatecas,63,494,1742,2522,0,19,21,20,1,5,6,12
