Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2015,34,Aguascalientes,34,413,904,448,0,16,12,7,0,2,8,1
2015,34,Baja California,47,401,1427,1677,6,79,82,162,0,30,51,73
2015,34,Baja California Sur,18,133,429,563,2,20,12,35,1,4,6,9
2015,34,Campeche,23,159,464,401,1,26,13,2,1,8,3,11
2015,34,Coahuila,28,205,713,1222,3,41,66,208,0,19,22,55
2015,34,Colima,11,143,481,562,0,35,27,80,0,4,6,8
2015,34,Chiapas,22,142,587,693,5,44,23,106,2,17,14,32
2015,34,Chihuahua,139,1054,2741,2680,4,53,69,242,1,15,27,67
2015,34,Distrito Federal,327,2675,8092,8749,17,142,147,145,3,37,45,81
2015,34,Durango,93,607,2132,1170,4,56,54,61,1,16,17,12
2015,34,Guanajuato,41,71,272,240,6,25,36,22,2,12,19,2
2015,34,Guerrero,31,276,874,84,6,53,29,13,2,13,12,0
2015,34,Hidalgo,34,227,775,999,7,34,54,126,1,6,4,18
2015,34,Jalisco,228,1336,4025,2256,23,255,214,149,1,57,71,44
2015,34,México,140,970,3317,3942,12,170,156,399,3,42,39,109
2015,34,Michoacán,59,503,1671,1595,2,55,74,169,1,11,12,55
2015,34,Morelos,24,304,1263,1554,4,80,85,139,0,13,29,38
2015,34,Nayarit,25,218,757,904,4,41,24,62,1,10,19,53
2015,34,Nuevo León,75,404,1387,495,5,120,100,23,7,18,57,2
2015,34,Oaxaca,36,217,531,758,11,108,78,101,2,29,31,20
2015,34,Puebla,46,394,1374,613,2,114,140,85,2,13,20,8
2015,34,Querétaro,17,116,449,266,2,24,21,9,1,6,9,2
2015,34,Quintana Roo,13,93,358,375,2,16,10,62,0,6,4,25
2015,34,San Luis Potosí,82,476,1542,1284,1,39,28,32,2,10,21,13
2015,34,Sinaloa,76,436,1852,1483,8,168,186,258,3,51,82,130
2015,34,Sonora,53,414,1413,1522,4,72,89,151,3,31,40,92
2015,34,Tabasco,24,215,773,832,0,28,26,71,0,10,7,13
2015,34,Tamaulipas,117,729,1502,1099,1,71,48,63,3,26,25,13
2015,34,Tlaxcala,15,79,288,99,1,24,13,22,1,3,9,2
2015,34,Veracruz,92,501,2216,1740,15,171,132,132,1,36,57,53
2015,34,Yucatán,29,199,776,854,1,37,35,94,3,11,32,44
2015,34,Zacatecas,17,150,509,651,1,6,10,14,2,5,10,2
