Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2015,41,Aguascalientes,44,495,1166,607,2,24,15,8,0,3,9,2
2015,41,Baja California,60,486,1726,2088,8,99,98,210,4,40,57,94
2015,41,Baja California Sur,20,165,548,670,1,29,17,38,0,5,10,12
2015,41,Campeche,6,185,544,495,2,29,17,2,1,12,7,13
2015,41,Coahuila,15,241,839,1513,1,44,74,249,1,22,27,71
2015,41,Colima,32,174,610,677,0,37,29,95,0,6,8,13
2015,41,Chiapas,43,164,751,929,4,59,31,137,1,19,17,38
2015,41,Chihuahua,86,1313,3375,3550,5,61,78,267,5,24,43,87
2015,41,Distrito Federal,390,3183,9862,10418,15,185,194,164,3,49,56,85
2015,41,Durango,66,807,2751,1551,6,126,99,73,1,24,29,16
2015,41,Guanajuato,38,146,528,319,5,40,46,23,0,12,24,2
2015,41,Guerrero,74,370,1363,192,1,79,52,44,0,23,21,9
2015,41,Hidalgo,31,305,1040,1261,2,43,59,154,0,7,6,19
2015,41,Jalisco,200,1680,5049,2868,23,330,281,193,9,75,100,58
2015,41,México,156,1209,4090,4880,24,229,200,475,2,46,42,135
2015,41,Michoacán,52,601,2019,1978,6,72,93,186,1,15,18,57
2015,41,Morelos,46,346,1444,1931,5,89,89,186,0,14,29,47
2015,41,Nayarit,17,272,909,1150,0,49,27,81,0,10,23,64
2015,41,Nuevo León,72,514,1761,614,3,159,108,36,6,33,70,4
2015,41,Oaxaca,30,286,736,996,7,137,102,133,7,34,41,22
2015,41,Puebla,48,480,1699,890,2,136,164,118,0,16,30,11
2015,41,Querétaro,14,172,661,361,1,42,26,9,1,14,16,3
2015,41,Quintana Roo,21,134,484,439,1,28,20,67,0,8,7,26
2015,41,San Luis Potosí,74,602,2025,1785,1,70,64,40,0,13,31,20
2015,41,Sinaloa,87,528,2294,1892,7,202,219,313,3,59,95,157
2015,41,Sonora,46,487,1702,1911,6,82,100,180,5,37,52,108
2015,41,Tabasco,30,291,969,1027,2,37,34,89,1,13,8,20
2015,41,Tamaulipas,78,957,1943,1412,8,90,67,73,7,37,38,15
2015,41,Tlaxcala,15,96,370,125,0,30,19,23,0,4,12,2
2015,41,Veracruz,97,579,2489,2180,12,195,159,180,2,44,62,67
2015,41,Yucatán,22,243,967,1105,0,41,42,109,1,15,44,50
2015,41,Zacatecas,41,186,655,790,0,7,10,17,0,6,13,2
