Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2023,37,Aguascalientes,41,305,888,848,4,32,23,40,0,3,15,12
2023,37,Baja California,74,986,2186,2963,2,71,99,140,1,22,52,93
2023,37,Baja California Sur,29,450,670,1269,1,23,17,45,0,6,6,5
2023,37,Campeche,16,306,704,872,0,33,18,61,0,11,9,26
2023,37,Coahuila,72,748,1631,1927,3,77,64,154,2,23,34,77
2023,37,Colima,50,479,1148,844,2,115,101,222,1,15,38,83
2023,37,Chiapas,61,421,1332,1418,5,84,80,106,0,18,29,36
2023,37,Chihuahua,171,1455,4128,5273,13,150,128,303,4,57,71,120
2023,37,Ciudad de México,473,4622,12471,15340,19,135,131,308,5,21,45,80
2023,37,Durango,105,829,2769,2399,10,152,118,194,0,14,30,35
2023,37,Guanajuato,133,919,3831,3498,2,90,62,122,1,18,26,21
2023,37,Guerrero,41,631,1810,1605,3,62,67,109,2,9,25,30
2023,37,Hidalgo,77,358,2028,1911,2,36,27,60,0,9,10,24
2023,37,Jalisco,217,2184,5175,7003,35,388,363,544,8,88,107,167
2023,37,México,284,2817,7867,9025,30,338,304,401,10,76,103,117
2023,37,Michoacán,107,828,2521,2396,4,87,80,169,0,23,27,54
2023,37,Morelos,73,541,1884,2076,7,138,139,204,1,11,23,20
2023,37,Nayarit,92,605,1550,2144,4,30,35,69,2,8,27,31
2023,37,Nuevo León,99,1110,2814,3386,7,109,85,168,1,26,50,97
2023,37,Oaxaca,31,523,1168,1511,0,68,62,157,3,17,29,67
2023,37,Puebla,77,836,1887,3016,2,46,61,146,0,8,9,23
2023,37,Querétaro,14,161,439,587,2,16,10,27,0,8,5,11
2023,37,Quintana Roo,29,241,736,1125,4,36,28,44,0,5,7,16
2023,37,San Luis Potosí,44,474,1583,1708,5,82,75,85,0,11,28,28
2023,37,Sinaloa,111,756,2305,2631,11,169,193,339,5,62,85,112
2023,37,Sonora,80,610,1946,2106,5,72,50,130,0,19,37,63
2023,37,Tabasco,103,1452,3096,1922,0,99,70,117,0,20,15,17
2023,37,Tamaulipas,98,914,2174,2805,17,153,128,309,1,44,65,120
2023,37,Tlaxcala,28,208,656,808,1,27,29,44,0,1,3,6
2023,37,Veracruz,121,1268,3859,5083,10,319,278,577,7,68,86,140
2023,37,Yucatán,39,543,1592,1872,7,56,48,154,1,7,19,64
2023,37,Zacatecas,53,328,1135,1238,1,12,6,17,0,4,2,9
