Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2017,41,Aguascalientes,51,675,1701,2470,2,39,35,84,0,10,18,38
2017,41,Baja California,70,690,2259,2270,8,73,83,177,3,25,49,104
2017,41,Baja California Sur,30,175,642,654,2,15,14,35,0,8,10,17
2017,41,Campeche,24,284,706,969,0,17,21,51,0,7,9,21
2017,41,Coahuila,88,271,1100,557,3,112,122,32,3,27,41,11
2017,41,Colima,34,283,751,908,4,51,39,103,1,13,11,14
2017,41,Chiapas,26,367,1018,912,3,76,37,147,0,12,16,35
2017,41,Chihuahua,222,2216,5687,6547,14,187,217,410,7,80,114,187
2017,41,Ciudad de México,350,3410,9844,13622,5,150,177,499,3,33,81,145
2017,41,Durango,80,823,2762,3638,1,90,84,200,3,24,17,36
2017,41,Guanajuato,59,461,1739,1682,4,101,61,109,1,28,46,48
2017,41,Guerrero,16,365,1098,1351,4,70,56,122,1,16,16,49
2017,41,Hidalgo,50,456,1423,1560,5,67,57,126,2,22,26,26
2017,41,Jalisco,214,2148,6020,7306,23,371,355,691,8,82,135,179
2017,41,México,232,1933,5708,6257,10,238,164,516,3,48,59,101
2017,41,Michoacán,101,944,2568,2436,3,93,113,204,3,23,22,42
2017,41,Morelos,25,482,1401,1468,2,73,63,195,1,13,34,47
2017,41,Nayarit,30,353,1015,1216,3,34,39,90,1,36,59,41
2017,41,Nuevo León,74,848,2244,2631,8,159,101,210,3,48,69,125
2017,41,Oaxaca,25,328,931,1225,3,58,72,216,2,18,36,94
2017,41,Puebla,59,540,1483,1945,4,142,112,244,1,22,21,35
2017,41,Querétaro,28,155,590,838,1,36,17,68,0,5,4,21
2017,41,Quintana Roo,30,245,720,921,2,15,28,52,1,6,16,15
2017,41,San Luis Potosí,72,640,1963,2554,6,80,104,114,1,18,20,55
2017,41,Sinaloa,98,1169,3200,3020,11,216,209,537,6,87,83,174
2017,41,Sonora,34,447,1512,2051,10,125,106,203,1,49,84,112
2017,41,Tabasco,25,296,906,1076,6,68,40,84,0,21,7,25
2017,41,Tamaulipas,105,1370,2987,3538,10,121,122,232,6,70,105,123
2017,41,Tlaxcala,17,96,381,412,1,30,27,77,0,10,12,15
2017,41,Veracruz,140,1096,3643,3765,17,280,245,469,4,65,82,135
2017,41,Yucatán,32,573,1429,976,0,36,30,80,1,13,29,47
2017,41,Zacatecas,52,294,1035,833,3,25,18,36,0,5,8,16
